Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
;;;;;;;
II1302033;10/19/2013;5:03:00 p. m.;10/19/2013;5:00:00 p. m.;LOT 36;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1302033;10/19/2013;5:03:00 p. m.;10/19/2013;5:00:00 p. m.;LOT 36;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302036;10/19/2013;7:20:00 p. m.;10/19/2013;7:15:00 p. m.;MEMORIAL STADIUM;BATTERY;ARREST
;;;;;;;
II1302036;10/19/2013;7:20:00 p. m.;10/19/2013;7:15:00 p. m.;MEMORIAL STADIUM;BATTERY-DOMESTIC;ARREST
;;;;;;;
II1302038;10/19/2013;11:48:00 p. m.;10/19/2013;11:48:00 p. m.;PARKING LOT D-5;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
;;;;;;;
II1302037;10/19/2013;11:11:00 p. m.;10/19/2013;11:11:00 p. m.;ADVANCE AUTO PARTS;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1302037;10/19/2013;11:11:00 p. m.;10/19/2013;11:11:00 p. m.;ADVANCE AUTO PARTS;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1302037;10/19/2013;11:11:00 p. m.;10/19/2013;11:11:00 p. m.;ADVANCE AUTO PARTS;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1302031;10/19/2013;12:24:00 p. m.;10/19/2013;4:45:00 a. m.;HOUSING FOOD STORE;BURGLARY FROM MOTOR;PENDING
;;;;;;VEHICLE;
FI132920437;10/19/2013;9:05:00 p. m.;10/19/2013;9:05:00 p. m.;600-E PEABODY;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI132920519;10/19/2013;10:47:00 p. m.;10/19/2013;10:47:00 p. m.;SPRINGFIELD/HARVEY;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132920102;10/19/2013;4:07:00 a. m.;10/19/2013;4:07:00 a. m.;600-GRREN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132920163;10/19/2013;7:30:00 p. m.;10/19/2013;7:30:00 p. m.;MEMORIAL STADIUM;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132920060;10/19/2013;1:52:00 a. m.;10/19/2013;1:52:00 a. m.;500 E DANIEL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132920553;10/19/2013;11:52:00 p. m.;10/19/2013;11:52:00 p. m.;CAB;LIQUOR;ADMIN. CLOSED
;;;;;;;
2046-2013;10/19/2013;2:00:00 a. m.;10/19/2013;2:00:00 a. m.;SHERMAN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2047-2013;10/19/2013;3:00:00 a. m.;10/19/2013;3:00:00 a. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2048-2013;10/19/2013;3:50:00 a. m.;10/19/2013;3:50:00 a. m.;EVANS HALL;CRIMINAL DAMAGE;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2049-2013;10/19/2013;2:00:00 a. m.;10/19/2013;2:00:00 a. m.;HOPKINS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2051-2013;10/19/2013;2:35:00 a. m.;10/19/2013;2:35:00 a. m.;WARDALL HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2053-2013;10/19/2013;7:55:00 p. m.;10/19/2013;7:55:00 p. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2068-2013;10/19/2013;1:00:00 a. m.;10/19/2013;1:00:00 a. m.;HOPKINS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2065-2013;10/19/2013;2:23:00 a. m.;10/19/2013;2:23:00 a. m.;FOURTH/GREGORY;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2066-2013;10/19/2013;12:03:00 a. m.;10/19/2013;12:03:00 a. m.;ARBORETUM;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302039;10/20/2013;2:10:00 a. m.;10/20/2013;2:10:00 a. m.;PARKING LOT E-28;MIP;ARREST
;;;;;;;
II1302044;10/20/2013;5:07:00 p. m.;10/20/2013;5:07:00 p. m.;CARLE HOSPITAL;WARRANT-IN STATE;ARREST
;;;;;;;
II1301805;10/20/2013;11:46:00 p. m.;10/20/2013;11:46:00 p. m.;GREEN ST E / NEIL ST S;CANNABIS-DELIVERY OVER 30GM;ARREST
;;;;;;;
II1301805;10/20/2013;11:46:00 p. m.;10/20/2013;11:46:00 p. m.;GREEN ST E / NEIL ST S;BRINGING CONTRABAND INTO;ARREST
;;;;;;PENAL INST;
II1302048;10/20/2013;10:38:00 p. m.;10/20/2013;10:38:00 p. m.;BARTON RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302042;10/20/2013;1:19:00 p. m.;10/19/2013;2:00:00 p. m.;600 blk of GREGORY ST S;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1302043;10/20/2013;2:08:00 p. m.;10/20/2013;2:05:00 p. m.;ILLINI UNION QUAD SHOP;THEFT-RETAIL;ADMIN. CLOSE
;;;;;;;
II1302047;10/20/2013;9:43:00 p. m.;10/20/2013;8:30:00 p. m.;LAMBDA CHI ALPHA SENIOR;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1302047;10/20/2013;9:43:00 p. m.;10/20/2013;8:30:00 p. m.;LAMBDA CHI ALPHA SENIOR;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1302047;10/20/2013;9:43:00 p. m.;10/20/2013;8:30:00 p. m.;LAMBDA CHI ALPHA SENIOR;CANNABIS-DELIVERY OVER 30GM;ARREST
;;;;;;;
FI132930472;10/20/2013;9:24:00 p. m.;10/20/2013;9:24:00 p. m.;600-E GREEN;FIGHT;ADMIN. CLOSED
;;;;;;;
FI132930023;10/20/2013;12:47:00 a. m.;10/20/2013;12:47:00 a. m.;SIXTH/JOHN;CRIMINAL DAMAGE;ADMIN. CLOSED
;;;;;;;
FI132930306;10/20/2013;3:10:00 p. m.;10/20/2013;3:10:00 p. m.;PARKING LOT E-14;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI132930027;10/20/2013;12:58:00 a. m.;10/20/2013;12:58:00 a. m.;700 S THIRD;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2062-2013;10/20/2013;11:02:00 p. m.;10/20/2013;11:02:00 p. m.;BARTON HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302054;10/21/2013;9:32:00 a. m.;10/21/2013;9:00:00 a. m.;SPRINGFIELD AV / GOODWIN AVE;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302056;10/21/2013;6:24:00 p. m.;10/21/2013;6:24:00 p. m.;SIXTH ST S / STOUGHTON;THEFT-LOST/MISLAID PROPERTY;ARREST
;;;;;;;
II1302056;10/21/2013;6:24:00 p. m.;10/21/2013;6:24:00 p. m.;SIXTH ST S / STOUGHTON;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302053;10/21/2013;8:09:00 a. m.;10/19/2013;7:00:00 a. m.;I HOTEL;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1302055;10/21/2013;11:14:00 a. m.;10/4/2013;7:00:00 p. m.;SNYDER RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
2072-2013;10/21/2013;10:19:00 p. m.;10/21/2013;10:19:00 p. m.;TRELEASE HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302060;10/22/2013;1:26:00 a. m.;10/22/2013;1:26:00 a. m.;SCOTT RESIDENCE HALL;BATTERY;ARREST
;;;;;;;
II1302061;10/22/2013;1:46:00 p. m.;10/22/2013;1:42:00 p. m.;GRAINGER LIBRARY;THEFT OVER;PENDING
;;;;;;;
FI132950374;10/22/2013;6:37:00 p. m.;10/22/2013;6:37:00 p. m.;SMALL ANIMAL CLINIC;DRUGS;ADMIN. CLOSED
;;;;;;;
FI132950031;10/22/2013;1:50:00 a. m.;10/22/2013;1:50:00 a. m.;FIFTH/JOHN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CSA-13-27;10/22/2013;1:54:00 a. m.;10/21/2013;9:30:00 p. m.;WARDALL HALL;DRUGS;ADMIN. CLOSED
;;;;;;;
II1302065;10/23/2013;2:38:00 a. m.;10/23/2013;2:15:00 a. m.;MAIN LIBRARY;CRIMINAL DAMAGE GOVT;PENDING
;;;;;;SUPPORT PROP;
II1302066;10/23/2013;11:18:00 a. m.;10/21/2013;7:00:00 p. m.;LINCOLN HALL;THEFT OVER;ADMIN. CLOSE
;;;;;;;
II1302069;10/23/2013;5:02:00 p. m.;9/20/2013;8:00:00 a. m.;SHERMAN RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302068;10/23/2013;2:09:00 p. m.;10/23/2013;2:09:00 p. m.;PENNSYLVANIA AV / DORNER;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1302072;10/23/2013;11:06:00 p. m.;10/23/2013;11:05:00 p. m.;SIXTH ST S / SPRINGFIELD E;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
UU1306175;10/23/2013;12:00:00 a. m.;10/19/2013;7:20:00 p. m.;1400 blk of FIRST ST S;ASSIST UIPD W/BATTERY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305970;10/23/2013;12:00:00 a. m.;10/13/2013;3:15:00 a. m.;100 blk of GREGORY ST N;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309087;10/23/2013;12:00:00 a. m.;9/26/2013;10:45:00 p. m.;100 blk of SPRINGFIELD AV E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309409;10/23/2013;12:00:00 a. m.;9/30/2013;10:30:00 p. m.;800 blk of FIRST ST S;HARASSMENT BY TX;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309596;10/23/2013;12:00:00 a. m.;10/9/2013;1:30:00 a. m.;RED LION;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309483;10/23/2013;12:00:00 a. m.;10/5/2013;10:45:00 p. m.;PAPA D'S;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309568;10/23/2013;12:00:00 a. m.;10/4/2013;8:00:00 p. m.;1100 blk of FOURTH ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309499;10/23/2013;12:00:00 a. m.;10/3/2013;12:01:00 a. m.;100 blk of CHALMERS ST E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309556;10/23/2013;12:00:00 a. m.;10/8/2013;1:30:00 a. m.;300 blk of E GREEN ST;THROW DANGEROUS MATERIALS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309589;10/23/2013;12:00:00 a. m.;10/8/2013;3:30:00 p. m.;PARKING LOT;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309317;10/23/2013;12:00:00 a. m.;10/2/2013;12:10:00 p. m.;blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309038;10/23/2013;12:00:00 a. m.;9/25/2013;7:00:00 p. m.;S WRIGHT ST / E HEALEY ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309469;10/23/2013;12:00:00 a. m.;10/5/2013;12:00:00 p. m.;500 blk of FIFTH ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309473;10/23/2013;12:00:00 a. m.;10/4/2013;10:00:00 p. m.;100 blk of ARMORY AV E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309655;10/23/2013;12:00:00 a. m.;10/10/2013;5:00:00 p. m.;400 blk of CHALMERS ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309659;10/23/2013;12:00:00 a. m.;10/10/2013;8:30:00 p. m.;CIRCLE K;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309685;10/23/2013;12:00:00 a. m.;10/8/2013;12:00:00 p. m.;CHALMERS ST / THIRD STREET;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309674;10/23/2013;12:00:00 a. m.;10/11/2013;4:00:00 a. m.;900 blk of SECOND ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309714;10/23/2013;12:00:00 a. m.;10/12/2013;1:30:00 a. m.;RED LION;TREPASS TO LAND/REAL PROP;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309713;10/23/2013;12:00:00 a. m.;10/11/2013;10:45:00 p. m.;600 blk of E HEALEY ST;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309451;10/23/2013;12:00:00 a. m.;10/1/2013;9:30:00 p. m.;500 blk of E HEALEY ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309761;10/23/2013;12:00:00 a. m.;10/11/2013;5:30:00 p. m.;200 blk of STOUGHTON ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309753;10/23/2013;12:00:00 a. m.;10/13/2013;11:04:00 a. m.;1100 blk of S FIRST ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309759;10/23/2013;12:00:00 a. m.;10/13/2013;12:01:00 a. m.;1000 blk of OAK ST S;MOTOR VEHICLE THEFT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308616;10/23/2013;12:00:00 a. m.;5/1/2013;12:00:00 p. m.;S FIRST ST / ARMORY;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309187;10/23/2013;12:00:00 a. m.;9/29/2013;1:39:00 a. m.;MURPHYS PUB;TRESPASS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309192;10/23/2013;12:00:00 a. m.;9/29/2013;4:00:00 a. m.;500 blk of S SIXTH ST;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309562;10/23/2013;12:00:00 a. m.;9/30/2013;9:00:00 p. m.;GREEN ST / SIXTH ST;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309748;10/23/2013;12:00:00 a. m.;10/13/2013;2:05:00 a. m.;KAMS;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309749;10/23/2013;12:00:00 a. m.;10/13/2013;2:20:00 a. m.;400 blk of S SIXTH ST;DISORDERLY CONDUCT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309734;10/23/2013;12:00:00 a. m.;10/12/2013;4:00:00 p. m.;CVS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308290;10/23/2013;12:00:00 a. m.;8/25/2013;12:01:00 a. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308964;10/23/2013;12:00:00 a. m.;5/18/2013;2:00:00 p. m.;FIREHAUS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309721;10/23/2013;12:00:00 a. m.;10/12/2013;1:41:00 a. m.;GREEN E / SECOND;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309061;10/23/2013;12:00:00 a. m.;9/13/2013;11:30:00 p. m.;FIREHAUS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308975;10/23/2013;12:00:00 a. m.;4/6/2013;10:00:00 p. m.;JOES BREWERY;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308444;10/23/2013;12:00:00 a. m.;8/22/2013;11:30:00 p. m.;KAMS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308280;10/23/2013;12:00:00 a. m.;7/12/2013;11:50:00 p. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1308279;10/23/2013;12:00:00 a. m.;8/24/2013;1:00:00 a. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308438;10/23/2013;12:00:00 a. m.;9/1/2013;1:00:00 a. m.;RED LION BAR;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308492;10/23/2013;12:00:00 a. m.;8/22/2013;11:30:00 p. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308289;10/23/2013;12:00:00 a. m.;8/23/2013;11:00:00 p. m.;KAMS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308965;10/23/2013;12:00:00 a. m.;9/14/2013;12:00:00 a. m.;FIREHAUS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308974;10/23/2013;12:00:00 a. m.;9/6/2013;11:30:00 p. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308966;10/23/2013;12:00:00 a. m.;6/23/2013;11:00:00 p. m.;CHESTER ST BAR;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309867;10/23/2013;12:00:00 a. m.;10/16/2013;5:10:00 p. m.;300 blk of WHITE ST E;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309848;10/23/2013;12:00:00 a. m.;10/16/2013;12:45:00 a. m.;S FIFTH ST / GREEN;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310031;10/23/2013;12:00:00 a. m.;10/21/2013;12:50:00 a. m.;500 blk of E HEALEY ST;BATTERY-AGG DOMESTIC;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309833;10/23/2013;12:00:00 a. m.;10/15/2013;12:01:00 a. m.;blk of JOHN ST E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309812;10/23/2013;12:00:00 a. m.;10/14/2013;11:30:00 a. m.;300 blk of CLARK ST E;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309831;10/23/2013;12:00:00 a. m.;10/13/2013;10:00:00 p. m.;200 blk of WRIGHT ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309873;10/23/2013;12:00:00 a. m.;10/16/2013;9:00:00 p. m.;100 blk of HEALEY ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309864;10/23/2013;12:00:00 a. m.;10/7/2013;11:00:00 p. m.;PARKETTE 159;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309902;10/23/2013;12:00:00 a. m.;10/17/2013;7:15:00 p. m.;COUNTY MARKET;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309901;10/23/2013;12:00:00 a. m.;10/17/2013;12:01:00 a. m.;KAMS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309878;10/23/2013;12:00:00 a. m.;10/16/2013;11:30:00 p. m.;500 blk of SIXTH ST S;NOISE PROHIBITED;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310052;10/23/2013;12:00:00 a. m.;10/21/2013;4:59:00 p. m.;200 blk of GREEN ST E;HARR VIA ELECTRONIC DEVICE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310054;10/23/2013;12:00:00 a. m.;10/21/2013;7:30:00 p. m.;PI KAPPA ALPHA;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1310011;10/23/2013;12:00:00 a. m.;10/19/2013;12:00:00 p. m.;900 blk of FOURTH ST S;MOTOR VEHICLE THEFT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309924;10/23/2013;12:00:00 a. m.;10/18/2013;8:45:00 a. m.;200 blk of JOHN ST E;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309923;10/23/2013;12:00:00 a. m.;10/18/2013;12:01:00 a. m.;900 blk of THIRD ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309796;10/23/2013;12:00:00 a. m.;10/14/2013;2:00:00 a. m.;300 blk of HEALEY ST E;FORCIBLE SEX OFFENSE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309671;10/23/2013;12:00:00 a. m.;10/11/2013;1:03:00 a. m.;CHESTNUT ST / MAIN ST;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309919;10/23/2013;12:00:00 a. m.;10/17/2013;4:00:00 p. m.;100 blk of CHALMERS ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309908;10/23/2013;12:00:00 a. m.;10/17/2013;8:30:00 p. m.;RED LION;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309974;10/23/2013;12:00:00 a. m.;10/11/2013;5:00:00 p. m.;STOUGHTON ST / THIRD;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309943;10/23/2013;12:00:00 a. m.;10/17/2013;11:30:00 p. m.;blk of GREGORY DR;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309817;10/23/2013;12:00:00 a. m.;9/21/2013;10:00:00 p. m.;RED LION BAR;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309818;10/23/2013;12:00:00 a. m.;9/20/2013;5:30:00 p. m.;KAMS;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309819;10/23/2013;12:00:00 a. m.;9/27/2013;12:00:00 a. m.;RED LION;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309912;10/23/2013;12:00:00 a. m.;9/26/2013;9:00:00 p. m.;JOE'S BREWERY;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308890;10/23/2013;12:00:00 a. m.;9/21/2013;11:52:00 p. m.;BROTHERS BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308892;10/23/2013;12:00:00 a. m.;9/22/2013;12:14:00 a. m.;KAM'S BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309168;10/23/2013;12:00:00 a. m.;9/28/2013;8:12:00 p. m.;S WRIGHT ST / GREEN ST;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
2083-2013;10/23/2013;12:05:00 a. m.;10/23/2013;12:05:00 a. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2126-2013;10/23/2013;12:45:00 a. m.;10/23/2013;12:45:00 a. m.;TOWNSEND HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302075;10/24/2013;5:24:00 a. m.;10/24/2013;5:24:00 a. m.;ILLINI UNION;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302074;10/24/2013;3:09:00 a. m.;10/24/2013;3:09:00 a. m.;900 blk of COLLEGE CT;MIP;ARREST
;;;;;;;
II1302076;10/24/2013;7:54:00 a. m.;10/23/2013;5:00:00 p. m.;DCL;DISORDERLY CONDUCT-ALL;ADMIN. CLOSE
;;;;;;OTHER;
II1302077;10/24/2013;1:30:00 p. m.;10/21/2013;11:30:00 a. m.;ILLINI UNION;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302080;10/24/2013;8:04:00 p. m.;10/24/2013;8:00:00 p. m.;UNIVERSITY AVE / GOODWIN AVE;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
CC1309391;10/24/2013;12:00:00 a. m.;10/4/2013;12:23:00 a. m.;RED LION;TRESPASS TO LAND/REAL PROP;REPORTED TO OTHER
;;;;;;;AGENCY
FI132970519;10/24/2013;11:25:00 p. m.;10/24/2013;11:25:00 p. m.;58 E DANIEL;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI132970542;10/24/2013;11:58:00 p. m.;10/24/2013;11:58:00 p. m.;FIFTH/DANIEL;THEFT;ADMIN. CLOSED
;;;;;;;
II1302087;10/25/2013;8:33:00 p. m.;10/25/2013;7:00:00 p. m.;CRCE;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302086;10/25/2013;7:03:00 p. m.;10/25/2013;7:03:00 p. m.;1400 blk of MARYLAND DR S;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
II1302086;10/25/2013;7:03:00 p. m.;10/25/2013;7:03:00 p. m.;1400 blk of MARYLAND DR S;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302083;10/25/2013;9:10:00 a. m.;10/25/2013;9:10:00 a. m.;GREGORY / SIXTH STREET;OBSTRUCTING JUSTICE;ARREST
;;;;;;;
CC1308894;10/25/2013;12:00:00 a. m.;9/22/2013;12:47:00 a. m.;JOES BREWERY;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308896;10/25/2013;12:00:00 a. m.;9/22/2013;1:20:00 a. m.;CLYBOURNE;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309128;10/25/2013;12:00:00 a. m.;9/27/2013;10:00:00 p. m.;OAK ST / CHALMERS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308900;10/25/2013;12:00:00 a. m.;9/22/2013;2:25:00 a. m.;100 blk of FIRST ST N;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309950;10/25/2013;12:00:00 a. m.;10/18/2013;11:33:00 p. m.;KAMS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309951;10/25/2013;12:00:00 a. m.;10/18/2013;11:43:00 p. m.;600 blk of E DANIEL ST;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
FI132980040;10/25/2013;1:36:00 a. m.;10/25/2013;1:36:00 a. m.;ALLEN HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132970052;10/25/2013;4:15:00 a. m.;10/25/2013;4:15:00 a. m.;ENGLISH BUILDING;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132980478;10/25/2013;9:00:00 p. m.;10/25/2013;9:00:00 p. m.;OGLESBY HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2146-2013;10/25/2013;9:30:00 p. m.;10/25/2013;9:30:00 p. m.;LUNDGREN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2152-2013;10/25/2013;3:30:00 a. m.;10/25/2013;3:30:00 a. m.;BARTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302094;10/26/2013;3:28:00 p. m.;10/26/2013;1:25:00 p. m.;DANIEL E / WRIGHT S;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302093;10/26/2013;3:29:00 p. m.;10/26/2013;3:23:00 p. m.;MEMORIAL STADIUM;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1302093;10/26/2013;3:29:00 p. m.;10/26/2013;3:23:00 p. m.;MEMORIAL STADIUM;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
;;;;;;;
II1302096;10/26/2013;7:26:00 p. m.;10/26/2013;7:26:00 p. m.;MEMORIAL STADIUM;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
II1302089;10/26/2013;12:33:00 a. m.;10/26/2013;12:32:00 a. m.;NEVADA ST / GOODWIN S;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
