Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
,,,,,,,REFERRAL
02728-2014,10/31/2014,2:50:00 a. m.,10/31/2014,2:50:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402052,11/1/2014,1:23:00 a. m.,11/1/2014,1:23:00 a. m.,WRIGHT S / HEALEY,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1402052,11/1/2014,1:23:00 a. m.,11/1/2014,1:23:00 a. m.,WRIGHT S / HEALEY,BREATH ALCOHOL OVER LIMIT,ARREST
,,,,,,,
II1402057,11/1/2014,12:16:00 p. m.,11/1/2014,12:16:00 p. m.,SDRP,THEFT UNDER,PENDING
,,,,,,,
II1402056,11/1/2014,11:31:00 a. m.,11/1/2014,11:31:00 a. m.,POST I,WARRANT-IN STATE,ARREST
,,,,,,,
II1402061,11/1/2014,10:07:00 p. m.,11/1/2014,10:07:00 p. m.,FOURTH ST S / PENNSYLVANIA,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402061,11/1/2014,10:07:00 p. m.,11/1/2014,10:07:00 p. m.,FOURTH ST S / PENNSYLVANIA,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402055,11/1/2014,4:24:00 a. m.,11/1/2014,1:30:00 a. m.,TOWNSEND RESIDENCE HALL,SEXUAL-ASSAULT-CRIMINAL,PENDING
,,,,,,,
II1402054,11/1/2014,3:10:00 a. m.,11/1/2014,2:30:00 a. m.,LENARD RESIDENCE HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1409036,11/1/2014,12:00:00 a. m.,10/5/2014,1:12:00 a. m.,KAMS,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409233,11/1/2014,12:00:00 a. m.,10/11/2014,2:52:00 p. m.,800 blk of THIRD ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409385,11/1/2014,12:00:00 a. m.,9/27/2014,12:01:00 a. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409386,11/1/2014,12:00:00 a. m.,9/25/2014,11:30:00 p. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409387,11/1/2014,12:00:00 a. m.,9/25/2014,12:01:00 a. m.,RED LION,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409389,11/1/2014,12:00:00 a. m.,8/30/2014,10:00:00 a. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409392,11/1/2014,12:00:00 a. m.,9/20/2014,9:00:00 a. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1408999,11/1/2014,12:00:00 a. m.,10/4/2014,11:20:00 p. m.,ILLINI INN,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409771,11/1/2014,12:00:00 a. m.,10/25/2014,11:07:00 p. m.,200 blk of E GREEN ST,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409776,11/1/2014,12:00:00 a. m.,10/26/2014,12:05:00 a. m.,GREEN ST E / FIFTH ST S,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409734,11/1/2014,12:00:00 a. m.,10/25/2014,2:40:00 a. m.,GREEN ST W / NEIL ST.,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409728,11/1/2014,12:00:00 a. m.,10/25/2014,12:30:00 a. m.,300 blk of E GREEN ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409721,11/1/2014,12:00:00 a. m.,10/25/2014,12:22:00 a. m.,S SECOND ST / E DANIEL,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409719,11/1/2014,12:00:00 a. m.,10/24/2014,11:30:00 p. m.,PAPA DELS,THROW DANGEROUS MATERIALS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409694,11/1/2014,12:00:00 a. m.,10/23/2014,10:45:00 p. m.,PAPA D'S BAR & GRILL,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409697,11/1/2014,12:00:00 a. m.,10/23/2014,11:47:00 p. m.,KAM'S BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409657,11/1/2014,12:00:00 a. m.,9/20/2014,12:01:00 a. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409506,11/1/2014,12:00:00 a. m.,10/18/2014,10:40:00 p. m.,700 blk of S SIXTH ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409511,11/1/2014,12:00:00 a. m.,10/18/2014,11:50:00 p. m.,UNDERGROUND BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409651,11/1/2014,12:00:00 a. m.,10/22/2014,11:24:00 p. m.,SIXTH ST / JOHN,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409520,11/1/2014,12:00:00 a. m.,10/19/2014,4:50:00 a. m.,blk of JOHN ST E,DOMESTIC DISPUTE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409474,11/1/2014,12:00:00 a. m.,10/18/2014,6:00:00 a. m.,100 blk of E SPRINGFIELD AVE,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409217,11/1/2014,12:00:00 a. m.,10/10/2014,11:25:00 p. m.,CLYBOURNE BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409450,11/1/2014,12:00:00 a. m.,10/17/2014,2:00:00 a. m.,ZBT,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
FI143050145,11/1/2014,3:13:00 a. m.,11/1/2014,3:13:00 a. m.,TOWNSEND RESD HALL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143050058,11/1/2014,12:58:00 a. m.,11/1/2014,12:58:00 a. m.,PARKING LOT C-10,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143050042,11/1/2014,12:58:00 a. m.,11/1/2014,12:58:00 a. m.,PARKING LOT C-10,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143050153,11/1/2014,3:27:00 a. m.,11/1/2014,3:27:00 a. m.,TRELEASE RESD HALL,LIQUOR,ADMIN. CLOSED
,,,,,,,
AR143050038,11/1/2014,12:52:00 a. m.,11/1/2014,12:52:00 a. m.,SCOTT RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143050019,11/1/2014,12:26:00 a. m.,11/1/2014,12:26:00 a. m.,IKENBERRY FOOD SERVICE,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143050153,11/1/2014,2:30:00 a. m.,11/1/2014,2:30:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI14143050110,11/1/2014,2:19:00 a. m.,11/1/2014,2:19:00 a. m.,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143050101,11/1/2014,2:20:00 a. m.,11/1/2014,2:20:00 a. m.,PAR,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143050048,11/1/2014,1:06:00 a. m.,11/1/2014,1:06:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143050024,11/1/2014,12:41:00 a. m.,11/1/2014,12:41:00 a. m.,SAUNDERS RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
02717-2014,11/1/2014,2:30:00 a. m.,11/1/2014,2:30:00 a. m.,TRELEASE RESD HALL,LIQUOR,ADMIN CLOSED
,,,,,,,
02720-2014,11/1/2014,2:00:00 a. m.,11/1/2014,2:00:00 a. m.,SDRP,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402066,11/2/2014,10:09:00 p. m.,11/2/2014,10:09:00 p. m.,HOPKINS RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402066,11/2/2014,10:09:00 p. m.,11/2/2014,10:09:00 p. m.,HOPKINS RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402065,11/2/2014,5:54:00 p. m.,11/2/2014,5:54:00 p. m.,WILLARD AIRPORT,BATTERY,ARREST
,,,,,,,
II1402065,11/2/2014,5:54:00 p. m.,11/2/2014,5:54:00 p. m.,WILLARD AIRPORT,DISORDERLY CONDUCT-ALL OTHER,ARREST
,,,,,,,
II1402065,11/2/2014,5:54:00 p. m.,11/2/2014,5:54:00 p. m.,WILLARD AIRPORT,CRIMINAL DAMAGE TO PROPERTY,ARREST
,,,,,,,
II1402065,11/2/2014,5:54:00 p. m.,11/2/2014,5:54:00 p. m.,WILLARD AIRPORT,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402062,11/2/2014,1:19:00 a. m.,11/2/2014,1:00:00 a. m.,OMEGA DELTA,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1402067,11/2/2014,11:17:00 p. m.,11/2/2014,11:17:00 p. m.,WESTON RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402067,11/2/2014,11:17:00 p. m.,11/2/2014,11:17:00 p. m.,WESTON RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1402067,11/2/2014,11:17:00 p. m.,11/2/2014,11:17:00 p. m.,WESTON RESIDENCE HALL,POSSESSION OF CANNABIS,ARREST
,,,,,,,
AR143060132,11/2/2014,5:04:00 a. m.,11/2/2014,5:04:00 a. m.,UNDERGRAD LIB,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143060062,11/2/2014,1:55:00 a. m.,11/2/2014,1:55:00 a. m.,NUGENT RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143060003,11/2/2014,12:02:00 a. m.,11/2/2014,12:02:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
02735-2014,11/2/2014,2:45:00 a. m.,11/2/2014,2:45:00 a. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402069,11/3/2014,11:27:00 a. m.,11/3/2014,11:26:00 a. m.,SIXTH / LORADO TAFT DR,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402069,11/3/2014,11:27:00 a. m.,11/3/2014,11:26:00 a. m.,SIXTH / LORADO TAFT DR,CANNABIS-DELIVERY 30GM & UNDER,ARREST
,,,,,,,
II1402069,11/3/2014,11:27:00 a. m.,11/3/2014,11:26:00 a. m.,SIXTH / LORADO TAFT DR,CONTROLLED SUBSTANCE-POSS,ARREST
,,,,,,W/INTENT,
II1402071,11/3/2014,4:59:00 p. m.,11/3/2014,4:59:00 p. m.,CIRCLE K,WARRANT-IN STATE,ARREST
,,,,,,,
II1402068,11/3/2014,3:19:00 a. m.,11/3/2014,3:19:00 a. m.,TRELEASE RESIDENCE HALL,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
CSA14-18,11/3/2014,12:36:00 p. m.,10/28/2014,UNKNOWN,UNK PRIV APT,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
II1402073,11/4/2014,12:42:00 a. m.,11/4/2014,12:42:00 a. m.,GRAINGER LIBRARY,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402075,11/4/2014,2:01:00 a. m.,11/4/2014,2:01:00 a. m.,GOODWIN AV S / NEVADA ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1402075,11/4/2014,2:01:00 a. m.,11/4/2014,2:01:00 a. m.,GOODWIN AV S / NEVADA ST,DRIVING UNDER INFLUENCE-DRUGS,ARREST
,,,,,,,
II1402074,11/4/2014,12:18:00 a. m.,11/4/2014,12:18:00 a. m.,WARDALL RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402074,11/4/2014,12:18:00 a. m.,11/4/2014,12:18:00 a. m.,WARDALL RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402076,11/4/2014,1:04:00 p. m.,11/4/2014,1:04:00 p. m.,KCPA,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402076,11/4/2014,1:04:00 p. m.,11/4/2014,1:04:00 p. m.,KCPA,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402076,11/4/2014,1:04:00 p. m.,11/4/2014,1:04:00 p. m.,KCPA,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402077,11/4/2014,4:28:00 p. m.,11/4/2014,4:28:00 p. m.,600 blk of GOODWIN AVE N,ASSIST UPD/SHOOTING,ADMIN. CLOSE
,,,,,,,
CC1410035,11/4/2014,12:00:00 a. m.,10/31/2014,8:00:00 p. m.,200 blk of FIRST ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409868,11/4/2014,12:00:00 a. m.,10/28/2014,4:40:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409920,11/4/2014,12:00:00 a. m.,10/29/2014,10:30:00 p. m.,DANIEL ST / S SIXTH ST,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409892,11/4/2014,12:00:00 a. m.,10/24/2014,8:00:00 a. m.,blk of SPRINGFIELD AV E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409894,11/4/2014,12:00:00 a. m.,10/29/2014,6:42:00 p. m.,900 blk of S THIRD ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410031,11/4/2014,12:00:00 a. m.,11/2/2014,5:00:00 p. m.,400 blk of SPRINGFIELD AV E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410016,11/4/2014,12:00:00 a. m.,11/2/2014,12:30:00 a. m.,200 blk of HEALEY ST E,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410002,11/4/2014,12:00:00 a. m.,11/1/2014,1:30:00 a. m.,blk of GREEN ST E,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409993,11/4/2014,12:00:00 a. m.,10/31/2014,11:00:00 p. m.,blk of E GREEN ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409992,11/4/2014,12:00:00 a. m.,10/31/2014,10:00:00 p. m.,700 blk of S LOCUST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410018,11/4/2014,12:00:00 a. m.,11/2/2014,9:00:00 a. m.,200 blk of CLARK ST E,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409942,11/4/2014,12:00:00 a. m.,10/31/2014,1:35:00 a. m.,FOURTH ST / E GREEN ST,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410025,11/4/2014,12:00:00 a. m.,11/2/2014,2:00:00 a. m.,400 blk of E GREEN ST,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410060,11/4/2014,12:00:00 a. m.,11/3/2014,3:48:00 p. m.,500 blk of E CLARK ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410061,11/4/2014,12:00:00 a. m.,11/1/2014,11:00:00 p. m.,CLYBOURNES,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
II1402078,11/5/2014,2:18:00 a. m.,11/5/2014,2:18:00 a. m.,WESTON RESIDENCE HALL,WARRANT-IN STATE,ARREST
,,,,,,,
II1402079,11/5/2014,10:14:00 a. m.,10/28/2014,8:00:00 p. m.,CHRISTOPHER HALL,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1402082,11/5/2014,4:24:00 p. m.,11/5/2014,4:00:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1402083,11/5/2014,6:49:00 p. m.,11/5/2014,6:49:00 p. m.,SIXTH ST S / GREEN ST E,WARRANT-IN STATE,ARREST
,,,,,,,
II1402085,11/5/2014,8:12:00 p. m.,11/5/2014,8:12:00 p. m.,500 blk of GREEN ST E,WARRANT-IN STATE,ARREST
,,,,,,,
II1402084,11/5/2014,7:43:00 p. m.,11/5/2014,7:40:00 p. m.,ALTGELD HALL,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
FI143090480,11/5/2014,9:32:00 p. m.,11/5/2014,9:32:00 p. m.,PARKING LOT D-3,PUBLIC URINATION,ADMIN. CLOSED
,,,,,,,
FI143090485,11/5/2014,9:48:00 p. m.,11/5/2014,9:48:00 p. m.,KRANNERT CENTER,DRUGS,ADMIN. CLOSED
,,,,,,,
CSA14-19,11/5/2014,11:16:00 a. m.,10/30/2014,UNKNOWN,PRIV APT/HEALY,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
II1402088,11/6/2014,10:24:00 a. m.,11/6/2014,10:24:00 a. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402088,11/6/2014,10:24:00 a. m.,11/6/2014,10:24:00 a. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402087,11/6/2014,9:53:00 a. m.,11/6/2014,9:09:00 a. m.,GRAINGER LIBRARY,TRESPASS-STATE SUPPORTED LAND,PENDING
,,,,,,,
II1402091,11/6/2014,2:33:00 p. m.,10/17/2014,2:00:00 p. m.,WILLARD AIRPORT,THEFT BY LESSEE,PENDING
,,,,,,,
II1402096,11/7/2014,2:32:00 a. m.,11/7/2014,2:32:00 a. m.,500 blk of E JOHN ST,MIP,ARREST
,,,,,,,
II1402096,11/7/2014,2:32:00 a. m.,11/7/2014,2:32:00 a. m.,500 blk of E JOHN ST,BATTERY -CITY,ARREST
,,,,,,,
II1402097,11/7/2014,12:58:00 p. m.,11/7/2014,12:58:00 p. m.,LOOMIS LAB,FALSE FIRE ALARM,PENDING
,,,,,,,
II1402097,11/7/2014,12:58:00 p. m.,11/7/2014,12:58:00 p. m.,LOOMIS LAB,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402101,11/7/2014,8:04:00 p. m.,11/7/2014,8:00:00 p. m.,KCPA,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402101,11/7/2014,8:04:00 p. m.,11/7/2014,8:00:00 p. m.,KCPA,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402101,11/7/2014,8:04:00 p. m.,11/7/2014,8:00:00 p. m.,KCPA,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402102,11/7/2014,10:30:00 p. m.,11/7/2014,10:30:00 p. m.,IKENBERRY COMMONS,THEFT-RETAIL,ARREST
,,,,,,,
II1402102,11/7/2014,10:30:00 p. m.,11/7/2014,10:30:00 p. m.,IKENBERRY COMMONS,DISORDERLY CONDUCT-ALL OTHER,ARREST
,,,,,,,
II1402102,11/7/2014,10:30:00 p. m.,11/7/2014,10:30:00 p. m.,IKENBERRY COMMONS,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1402100,11/7/2014,7:49:00 p. m.,11/7/2014,7:49:00 p. m.,TOWNSEND RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402100,11/7/2014,7:49:00 p. m.,11/7/2014,7:49:00 p. m.,TOWNSEND RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1402098,11/7/2014,4:58:00 p. m.,11/7/2014,4:00:00 p. m.,FOREIGN LANGUAGE BLDG,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1410010,11/7/2014,12:00:00 a. m.,11/2/2014,12:45:00 a. m.,ILLINI INN,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI143110537,11/7/2014,11:48:00 p. m.,11/7/2014,11:48:00 p. m.,NEWMARK,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143110050,11/7/2014,2:10:00 a. m.,11/7/2014,2:10:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402103,11/8/2014,12:09:00 a. m.,11/8/2014,12:09:00 a. m.,GRAINGER LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI143120025,11/8/2014,12:25:00 a. m.,11/8/2014,12:25:00 a. m.,OGLESBY RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143120050,11/8/2014,1:38:00 a. m.,11/8/2014,1:38:00 a. m.,206 E PEABODY,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143120075,11/8/2014,2:18:00 a. m.,11/8/2014,2:18:00 a. m.,PAPA D'S,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143120083,11/8/2014,2:40:00 a. m.,11/8/2014,2:40:00 a. m.,SECOND/DANIEL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143120096,11/8/2014,3:10:00 a. m.,11/8/2014,3:10:00 a. m.,SNYDER RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143120050,11/8/2014,1:38:00 a. m.,11/8/2014,1:38:00 a. m.,SNYDER RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143120057,11/8/2014,1:44:00 a. m.,11/8/2014,1:44:00 a. m.,SDRP,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143120037,11/8/2014,1:19:00 a. m.,11/8/2014,1:19:00 a. m.,WESTON RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
02800-2014,11/8/2014,1:16:00 a. m.,11/8/2014,1:16:00 a. m.,NUGENT RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02803-2014,11/8/2014,1:00:00 a. m.,11/8/2014,1:00:00 a. m.,SNYDER RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02804-2014,11/8/2014,12:36:00 a. m.,11/8/2014,12:36:00 a. m.,BOUSFIELD RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02805-2014,11/8/2014,3:30:00 a. m.,11/8/2014,3:30:00 a. m.,SNYDER RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
FI143130022,11/9/2014,12:39:00 a. m.,11/9/2014,12:39:00 a. m.,NEVADA/LINCOLN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143130031,11/9/2014,12:46:00 a. m.,11/9/2014,12:46:00 a. m.,WRIGHT/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143130109,11/9/2014,3:55:00 a. m.,11/9/2014,3:55:00 a. m.,ILLINI UNION,LIQUOR,ADMIN. CLOSED
,,,,,,,
AI143130100,11/9/2014,3:19:00 a. m.,11/9/2014,3:19:00 a. m.,1100 S FIRST,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
02809-2014,11/9/2014,12:50:00 a. m.,11/9/2014,12:50:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402115,11/10/2014,7:37:00 a. m.,11/10/2014,7:37:00 a. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402115,11/10/2014,7:37:00 a. m.,11/10/2014,7:37:00 a. m.,ILLINI UNION,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402116,11/10/2014,12:14:00 p. m.,11/10/2014,12:14:00 p. m.,ROGER ADAMS LAB,DISORDERLY CONDUCT-ALL OTHER,ARREST
,,,,,,,
II1402120,11/10/2014,11:21:00 p. m.,11/10/2014,11:21:00 p. m.,CLARK / LINCOLN,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402119,11/10/2014,11:02:00 p. m.,11/10/2014,11:00:00 p. m.,SDRP,THEFT-RETAIL,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1410047,11/10/2014,12:00:00 a. m.,11/3/2014,10:50:00 a. m.,300 blk of E JOHN ST,DOMESTIC/DATING,REPORTED TO OTHER
,,,,,,,AGENCY
II1402122,11/11/2014,2:12:00 a. m.,11/11/2014,2:12:00 a. m.,ABBOTT POWER PLANT,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1402132,11/11/2014,11:36:00 p. m.,11/11/2014,11:36:00 p. m.,GRAINGER LIBRARY,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402133,11/11/2014,11:38:00 p. m.,11/11/2014,11:38:00 p. m.,VAN DOREN HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402133,11/11/2014,11:38:00 p. m.,11/11/2014,11:38:00 p. m.,VAN DOREN HALL,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
CC1409531,11/11/2014,12:00:00 a. m.,10/17/2014,12:01:00 a. m.,GREEN ST / LOCUST ST,FORCIBLE SEX OFFENSE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1408684,11/11/2014,12:00:00 a. m.,9/26/2014,2:00:00 p. m.,300 blk of GREEN ST E,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410009,11/11/2014,12:00:00 a. m.,11/1/2014,10:35:00 p. m.,FIRST ST / JOHN ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
II1402137,11/12/2014,11:03:00 a. m.,11/12/2014,11:03:00 a. m.,ATKINS TENNIS CENTER,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402135,11/12/2014,7:21:00 a. m.,11/11/2014,7:00:00 a. m.,ROGER ADAMS LAB,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1410224,11/12/2014,12:00:00 a. m.,11/7/2014,10:55:00 p. m.,300 blk of E WHITE ST,NOISE PROHIBITED,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410246,11/12/2014,12:00:00 a. m.,11/8/2014,3:29:00 p. m.,200 blk of S FOURTH ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410211,11/12/2014,12:00:00 a. m.,11/7/2014,6:49:00 p. m.,blk of E JOHN ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410212,11/12/2014,12:00:00 a. m.,11/7/2014,6:32:00 p. m.,WINGIN OUT,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410203,11/12/2014,12:00:00 a. m.,11/7/2014,3:15:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410199,11/12/2014,12:00:00 a. m.,11/6/2014,10:30:00 p. m.,1000 blk of THIRD S,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410159,11/12/2014,12:00:00 a. m.,10/4/2014,11:00:00 p. m.,KAMS,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
